location_id,name,description,address1,address2,city_village,state_province,postal_code,country,latitude,longitude,creator,date_created,county_district,neighborhood_cell,region,subregion,township_division,retired,retired_by,date_retired,retire_reason,location_type_id,parent_location,uuid
286,"Lemwe Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b03e4-8d80-11d8-abbb-0024217bb78e
287,"Lengwe Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b04d4-8d80-11d8-abbb-0024217bb78e
288,"Lifuwu Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b05ce-8d80-11d8-abbb-0024217bb78e
289,"Likangala Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b06c8-8d80-11d8-abbb-0024217bb78e
290,"Likoma District Health Office","District Health Office , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b8a58-8d80-11d8-abbb-0024217bb78e
291,"Likoma Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b8b66-8d80-11d8-abbb-0024217bb78e
292,"Likoma Health District","Health District , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b8c60-8d80-11d8-abbb-0024217bb78e
293,"Likuni Hospital","Hospital , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b8d50-8d80-11d8-abbb-0024217bb78e
294,"Lilongwe Bottom Hospital","Hospital , Public Health Facility (arv code: LBH)",,,,NULL,,,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b8e54-8d80-11d8-abbb-0024217bb78e
295,"Lilongwe Central Hospital","Central Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b8f4e-8d80-11d8-abbb-0024217bb78e
296,"Lilongwe District Health Office","District Health Office , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9048-8d80-11d8-abbb-0024217bb78e
297,"Lilongwe Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9142-8d80-11d8-abbb-0024217bb78e
298,"Lilongwe Health District","Health District , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9296-8d80-11d8-abbb-0024217bb78e
299,"Limbe Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9390-8d80-11d8-abbb-0024217bb78e
300,"Linyangwa Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b948a-8d80-11d8-abbb-0024217bb78e
301,"Lirangwe Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b957a-8d80-11d8-abbb-0024217bb78e
302,"Lisungwi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9674-8d80-11d8-abbb-0024217bb78e
303,"Liuzi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9764-8d80-11d8-abbb-0024217bb78e
304,"Liwaladzi Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9868-8d80-11d8-abbb-0024217bb78e
305,"Lizulu Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9a02-8d80-11d8-abbb-0024217bb78e
306,"Lobi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9b88-8d80-11d8-abbb-0024217bb78e
307,"Ludzi St Josephs Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9e58-8d80-11d8-abbb-0024217bb78e
308,"Lugola Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b9ffc-8d80-11d8-abbb-0024217bb78e
309,"Lujeri Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ba196-8d80-11d8-abbb-0024217bb78e
310,"Lulanga Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ba330-8d80-11d8-abbb-0024217bb78e
311,"Lulwe Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ba4d4-8d80-11d8-abbb-0024217bb78e
312,"Lumbadzi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ba664-8d80-11d8-abbb-0024217bb78e
313,"Lundu Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ba7f4-8d80-11d8-abbb-0024217bb78e
314,"Lungwena Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ba98e-8d80-11d8-abbb-0024217bb78e
315,"Lunjika Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bab1e-8d80-11d8-abbb-0024217bb78e
316,"Lupembe Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bacb8-8d80-11d8-abbb-0024217bb78e
317,"Luvwere Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bae48-8d80-11d8-abbb-0024217bb78e
318,"Luwalika Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bafd8-8d80-11d8-abbb-0024217bb78e
319,"Luwani Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bb172-8d80-11d8-abbb-0024217bb78e
320,"Luwawa Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bb302-8d80-11d8-abbb-0024217bb78e
321,"Luwerezi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bb49c-8d80-11d8-abbb-0024217bb78e
322,"Luwuchi Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bb636-8d80-11d8-abbb-0024217bb78e
323,"Luzi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bb7c6-8d80-11d8-abbb-0024217bb78e
324,"Lwazi Dispensary","Dispensary , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bb8c0-8d80-11d8-abbb-0024217bb78e
325,"Lwezga Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bb9b0-8d80-11d8-abbb-0024217bb78e
326,"Mabili Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bbaaa-8d80-11d8-abbb-0024217bb78e
327,"Machinga District Health Office","District Health Office , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bbba4-8d80-11d8-abbb-0024217bb78e
328,"Machinga District Hospital","District Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bbc94-8d80-11d8-abbb-0024217bb78e
329,"Machinga Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bbd8e-8d80-11d8-abbb-0024217bb78e
330,"Machinga Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bbe7e-8d80-11d8-abbb-0024217bb78e
331,"Machinga Health District","Health District , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bbf6e-8d80-11d8-abbb-0024217bb78e
332,"Madede Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc068-8d80-11d8-abbb-0024217bb78e
333,"Madisi Hospital","Hospital , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc162-8d80-11d8-abbb-0024217bb78e
334,"Madziabango Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc252-8d80-11d8-abbb-0024217bb78e
335,"Mafco Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc342-8d80-11d8-abbb-0024217bb78e
336,"Maganga Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc43c-8d80-11d8-abbb-0024217bb78e
337,"Magareta Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc52c-8d80-11d8-abbb-0024217bb78e
338,"Magomero Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc61c-8d80-11d8-abbb-0024217bb78e
339,"Makanjira Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc70c-8d80-11d8-abbb-0024217bb78e
340,"Makapwa Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc806-8d80-11d8-abbb-0024217bb78e
341,"Makata Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc8f6-8d80-11d8-abbb-0024217bb78e
342,"Makhanga Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bc9e6-8d80-11d8-abbb-0024217bb78e
343,"Makhwira Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bcae0-8d80-11d8-abbb-0024217bb78e
344,"Makiyoni Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bcbd0-8d80-11d8-abbb-0024217bb78e
345,"Makwapala Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bccc0-8d80-11d8-abbb-0024217bb78e
346,"Malamulo Hospital","Hospital , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bcdba-8d80-11d8-abbb-0024217bb78e
347,"Malawi (National government)","Country , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bceaa-8d80-11d8-abbb-0024217bb78e
348,"Malawi Zone","Zone , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bcf9a-8d80-11d8-abbb-0024217bb78e
349,"Malembo Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bd08a-8d80-11d8-abbb-0024217bb78e
350,"Malembo Health Centre (Lilongwe)","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bd17a-8d80-11d8-abbb-0024217bb78e
351,"Malidadi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bd274-8d80-11d8-abbb-0024217bb78e
352,"Malingunde Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bd364-8d80-11d8-abbb-0024217bb78e
353,"Maloa Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bd454-8d80-11d8-abbb-0024217bb78e
354,"Malombe Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bd54e-8d80-11d8-abbb-0024217bb78e
355,"Malomo Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bd63e-8d80-11d8-abbb-0024217bb78e
356,"Maluwa Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bd72e-8d80-11d8-abbb-0024217bb78e
357,"Mangamba Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bd81e-8d80-11d8-abbb-0024217bb78e
358,"Mangochi District Health Office","District Health Office , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bd918-8d80-11d8-abbb-0024217bb78e
359,"Mangochi District Hospital","District Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1bda12-8d80-11d8-abbb-0024217bb78e
360,"Mangochi Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c5cb2-8d80-11d8-abbb-0024217bb78e
361,"Mangochi Health District","Health District , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c5dc0-8d80-11d8-abbb-0024217bb78e
362,"Mangunda Maternity","Maternity , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c5eba-8d80-11d8-abbb-0024217bb78e
363,"Manjawira Maternity","Maternity , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c5faa-8d80-11d8-abbb-0024217bb78e
364,"Manyamula Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c60a4-8d80-11d8-abbb-0024217bb78e
365,"Maonde Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c6194-8d80-11d8-abbb-0024217bb78e
366,"Mapanga Maternity","Maternity , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c6284-8d80-11d8-abbb-0024217bb78e
367,"Maperera Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c637e-8d80-11d8-abbb-0024217bb78e
368,"Masasa Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c6874-8d80-11d8-abbb-0024217bb78e
369,"Mase Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c696e-8d80-11d8-abbb-0024217bb78e
370,"Masenjere Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c6a5e-8d80-11d8-abbb-0024217bb78e
371,"Matanda Dispensary","Dispensary , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c6b4e-8d80-11d8-abbb-0024217bb78e
372,"Matandani Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c6c48-8d80-11d8-abbb-0024217bb78e
373,"Matapila Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c6d42-8d80-11d8-abbb-0024217bb78e
374,"Matawale Urban Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c6e32-8d80-11d8-abbb-0024217bb78e
375,"Matiki Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c6f2c-8d80-11d8-abbb-0024217bb78e
376,"Matiya Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c7026-8d80-11d8-abbb-0024217bb78e
377,"Matope Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c7116-8d80-11d8-abbb-0024217bb78e
378,"Matuli Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c7210-8d80-11d8-abbb-0024217bb78e
379,"Matumba Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c7314-8d80-11d8-abbb-0024217bb78e
380,"Mauwa Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1c7404-8d80-11d8-abbb-0024217bb78e
